investor_id,sip_transactions,avg_gap_days,max_gap_days,status
INV002464,6,35.4,97.0,At-Risk
INV002466,7,80.67,270.0,At-Risk
INV002467,8,38.86,116.0,At-Risk
INV002471,6,56.4,98.0,At-Risk
INV002475,10,49.67,119.0,At-Risk
INV002476,6,86.0,235.0,At-Risk
INV002485,6,70.4,136.0,At-Risk
INV002490,8,70.0,125.0,At-Risk
INV002495,6,82.2,174.0,At-Risk
INV002496,6,53.0,156.0,At-Risk
INV002497,8,67.29,152.0,At-Risk
INV002508,9,51.62,171.0,At-Risk
INV002509,10,33.67,74.0,At-Risk
INV002510,7,64.33,176.0,At-Risk
INV002521,6,74.6,206.0,At-Risk
INV002527,7,49.67,93.0,At-Risk
INV002530,8,71.43,175.0,At-Risk
INV002531,7,76.33,182.0,At-Risk
INV002543,7,74.67,116.0,At-Risk
INV002547,6,89.0,181.0,At-Risk
INV002552,10,48.22,184.0,At-Risk
INV002554,7,49.67,100.0,At-Risk
INV002555,7,72.0,172.0,At-Risk
INV002557,7,67.17,264.0,At-Risk
INV002558,6,97.6,297.0,At-Risk
INV002560,6,95.2,155.0,At-Risk
INV002563,6,65.8,114.0,At-Risk
INV002567,6,82.0,127.0,At-Risk
INV002568,8,61.57,144.0,At-Risk
INV002570,7,62.0,150.0,At-Risk
INV002572,8,55.71,108.0,At-Risk
INV002574,6,79.4,139.0,At-Risk
INV002575,9,56.12,128.0,At-Risk
INV002579,6,40.8,71.0,At-Risk
INV002582,6,77.4,173.0,At-Risk
INV002585,6,65.0,124.0,At-Risk
INV002586,6,87.2,168.0,At-Risk
INV002590,10,50.22,125.0,At-Risk
INV002591,6,52.2,139.0,At-Risk
INV002594,6,94.0,244.0,At-Risk
INV002598,9,51.38,179.0,At-Risk
INV002602,8,66.0,151.0,At-Risk
INV002606,6,89.6,248.0,At-Risk
INV002613,8,65.0,143.0,At-Risk
INV002622,7,76.67,244.0,At-Risk
INV002627,6,85.0,182.0,At-Risk
INV002628,6,77.0,322.0,At-Risk
INV002632,8,65.57,180.0,At-Risk
INV002640,7,70.0,153.0,At-Risk
INV002643,6,74.2,229.0,At-Risk
INV002645,7,45.17,133.0,At-Risk
INV002654,8,61.86,115.0,At-Risk
INV002659,7,62.33,224.0,At-Risk
INV002666,7,53.17,100.0,At-Risk
INV002671,7,77.17,163.0,At-Risk
INV002673,8,65.0,147.0,At-Risk
INV002674,6,75.8,153.0,At-Risk
INV002675,8,63.86,138.0,At-Risk
INV002681,7,83.67,161.0,At-Risk
INV002684,6,80.6,266.0,At-Risk
INV002688,9,37.0,122.0,At-Risk
INV002689,8,50.0,115.0,At-Risk
INV002693,7,45.83,72.0,At-Risk
INV002697,7,55.33,199.0,At-Risk
INV002700,7,79.83,140.0,At-Risk
INV002704,8,59.14,139.0,At-Risk
INV002705,8,22.57,70.0,At-Risk
INV002706,6,73.6,133.0,At-Risk
INV002711,8,65.57,230.0,At-Risk
INV002712,11,46.8,174.0,At-Risk
INV002722,6,61.4,178.0,At-Risk
INV002723,9,37.75,102.0,At-Risk
INV002724,6,76.6,187.0,At-Risk
INV002726,8,45.57,84.0,At-Risk
INV002732,8,70.71,151.0,At-Risk
INV002733,8,51.57,150.0,At-Risk
INV002735,7,68.17,136.0,At-Risk
INV002736,6,70.6,323.0,At-Risk
INV002737,8,58.43,104.0,At-Risk
INV002743,6,88.2,190.0,At-Risk
INV002744,10,52.89,139.0,At-Risk
INV002746,8,68.0,206.0,At-Risk
INV002750,6,72.4,254.0,At-Risk
INV002751,7,41.5,102.0,At-Risk
INV002758,6,81.0,263.0,At-Risk
INV002761,6,80.6,312.0,At-Risk
INV002766,6,70.6,151.0,At-Risk
INV002767,7,55.33,145.0,At-Risk
INV002769,7,82.0,141.0,At-Risk
INV002772,7,74.5,168.0,At-Risk
INV002779,6,64.2,151.0,At-Risk
INV002783,7,64.0,126.0,At-Risk
INV002786,7,76.33,124.0,At-Risk
INV002793,7,59.33,125.0,At-Risk
INV002794,7,56.17,111.0,At-Risk
INV002799,6,70.8,129.0,At-Risk
INV002800,7,63.5,108.0,At-Risk
INV002803,7,64.83,176.0,At-Risk
INV002804,8,59.86,209.0,At-Risk
INV002808,7,59.67,120.0,At-Risk
INV002809,6,81.4,276.0,At-Risk
INV002810,8,32.29,139.0,At-Risk
INV002813,7,49.0,149.0,At-Risk
INV002822,7,53.0,108.0,At-Risk
INV002824,7,71.83,223.0,At-Risk
INV002826,6,61.6,91.0,At-Risk
INV002827,6,73.6,200.0,At-Risk
INV002828,6,80.0,211.0,At-Risk
INV002831,6,40.2,72.0,At-Risk
INV002835,7,82.33,233.0,At-Risk
INV002838,8,56.71,116.0,At-Risk
INV002841,6,43.4,102.0,At-Risk
INV002843,8,43.14,128.0,At-Risk
INV002847,10,52.67,129.0,At-Risk
INV002850,7,53.17,166.0,At-Risk
INV002852,6,75.8,207.0,At-Risk
INV002859,7,76.5,198.0,At-Risk
INV002863,6,74.4,199.0,At-Risk
INV002865,6,37.2,50.0,At-Risk
INV002870,6,48.2,109.0,At-Risk
INV002872,6,85.6,199.0,At-Risk
INV002873,6,98.2,235.0,At-Risk
INV002879,7,72.17,125.0,At-Risk
INV002881,6,43.6,110.0,At-Risk
INV002883,6,96.0,176.0,At-Risk
INV002886,7,44.33,137.0,At-Risk
INV002891,8,72.71,166.0,At-Risk
INV002893,9,50.0,148.0,At-Risk
INV002900,6,64.2,136.0,At-Risk
INV002903,6,89.6,176.0,At-Risk
INV002904,7,49.33,104.0,At-Risk
INV002905,6,73.0,221.0,At-Risk
INV002906,6,41.2,74.0,At-Risk
INV002909,7,82.33,263.0,At-Risk
INV002912,6,97.0,342.0,At-Risk
INV002913,7,73.67,168.0,At-Risk
INV002915,8,49.29,117.0,At-Risk
INV002921,7,53.33,121.0,At-Risk
INV002927,8,40.29,79.0,At-Risk
INV002935,7,48.0,72.0,At-Risk
INV002937,7,67.17,184.0,At-Risk
INV002939,7,60.5,127.0,At-Risk
INV002942,9,55.5,180.0,At-Risk
INV002945,8,65.0,139.0,At-Risk
INV002947,7,64.17,152.0,At-Risk
INV002950,8,45.86,119.0,At-Risk
INV002951,7,51.83,82.0,At-Risk
INV002961,7,84.67,231.0,At-Risk
INV002974,7,51.33,105.0,At-Risk
INV002984,6,91.0,200.0,At-Risk
INV002989,6,86.6,182.0,At-Risk
INV002994,7,58.17,142.0,At-Risk
INV003000,7,67.0,137.0,At-Risk
INV003003,9,58.25,100.0,At-Risk
INV003005,8,53.14,107.0,At-Risk
INV003007,9,48.25,162.0,At-Risk
INV003009,9,38.12,84.0,At-Risk
INV003011,7,64.17,154.0,At-Risk
INV003014,6,82.4,144.0,At-Risk
INV003015,7,54.67,91.0,At-Risk
INV003018,6,49.2,156.0,At-Risk
INV003022,6,69.6,123.0,At-Risk
INV003024,6,44.2,122.0,At-Risk
INV003025,8,35.29,65.0,At-Risk
INV003028,6,91.4,183.0,At-Risk
INV003034,6,73.4,118.0,At-Risk
INV003036,8,57.71,138.0,At-Risk
INV003037,7,79.5,300.0,At-Risk
INV003040,6,74.0,194.0,At-Risk
INV003043,7,73.83,131.0,At-Risk
INV003044,7,71.17,237.0,At-Risk
INV003045,6,36.2,71.0,At-Risk
INV003047,8,70.14,215.0,At-Risk
INV003054,7,78.67,209.0,At-Risk
INV003060,7,79.0,135.0,At-Risk
INV003063,7,57.83,112.0,At-Risk
INV003070,9,54.5,132.0,At-Risk
INV003074,6,74.8,123.0,At-Risk
INV003075,8,57.43,128.0,At-Risk
INV003078,7,69.17,126.0,At-Risk
INV003082,8,46.43,142.0,At-Risk
INV003083,6,66.4,169.0,At-Risk
INV003089,6,65.0,107.0,At-Risk
INV003091,9,50.88,199.0,At-Risk
INV003095,6,86.6,175.0,At-Risk
INV003097,8,62.71,121.0,At-Risk
INV003105,7,65.5,140.0,At-Risk
INV003112,6,91.6,173.0,At-Risk
INV003113,8,66.86,159.0,At-Risk
INV003115,6,48.0,125.0,At-Risk
INV003117,8,66.57,115.0,At-Risk
INV003134,7,76.83,172.0,At-Risk
INV003139,7,55.17,133.0,At-Risk
INV003140,8,57.0,125.0,At-Risk
INV003141,7,67.5,225.0,At-Risk
INV003144,7,82.5,243.0,At-Risk
INV003146,9,59.5,283.0,At-Risk
INV003151,6,81.0,146.0,At-Risk
INV003153,7,40.67,156.0,At-Risk
INV003158,9,55.62,138.0,At-Risk
INV003161,6,77.4,118.0,At-Risk
INV003169,6,62.6,178.0,At-Risk
INV003178,6,56.4,84.0,At-Risk
INV003179,9,56.25,151.0,At-Risk
INV003185,6,65.2,116.0,At-Risk
INV003187,9,58.25,244.0,At-Risk
INV003189,9,55.12,198.0,At-Risk
INV003191,6,76.8,138.0,At-Risk
INV003193,6,96.6,294.0,At-Risk
INV003196,7,80.33,319.0,At-Risk
INV003205,7,67.67,111.0,At-Risk
INV003210,6,72.2,112.0,At-Risk
INV003211,7,69.0,104.0,At-Risk
INV003214,6,59.8,170.0,At-Risk
INV003215,7,60.83,105.0,At-Risk
INV003219,6,57.2,86.0,At-Risk
INV003221,7,61.17,99.0,At-Risk
INV003222,7,81.5,190.0,At-Risk
INV003223,8,67.71,331.0,At-Risk
INV003228,7,70.17,256.0,At-Risk
INV003230,7,67.5,251.0,At-Risk
INV003231,7,83.0,253.0,At-Risk
INV003234,6,96.6,188.0,At-Risk
INV003236,9,51.12,115.0,At-Risk
INV003242,7,61.0,159.0,At-Risk
INV003247,6,84.6,206.0,At-Risk
INV003252,6,67.6,192.0,At-Risk
INV003256,7,51.0,90.0,At-Risk
INV003257,6,61.8,139.0,At-Risk
INV003260,6,89.4,247.0,At-Risk
INV003262,6,85.2,162.0,At-Risk
INV003267,6,74.4,197.0,At-Risk
INV003271,7,61.17,157.0,At-Risk
INV003273,8,60.14,134.0,At-Risk
INV003277,8,53.71,192.0,At-Risk
INV003279,9,63.38,147.0,At-Risk
INV003289,7,64.83,183.0,At-Risk
INV003300,6,64.8,219.0,At-Risk
INV003301,9,59.38,113.0,At-Risk
INV003304,10,44.22,180.0,At-Risk
INV003308,9,56.75,141.0,At-Risk
INV003310,6,80.8,154.0,At-Risk
INV003311,9,48.0,149.0,At-Risk
INV003314,7,73.5,210.0,At-Risk
INV003317,8,44.14,71.0,At-Risk
INV003320,8,45.29,192.0,At-Risk
INV003325,6,101.0,155.0,At-Risk
INV003329,6,89.0,230.0,At-Risk
INV003336,7,72.33,133.0,At-Risk
INV003338,9,37.5,155.0,At-Risk
INV003344,6,86.6,190.0,At-Risk
INV003350,6,92.4,191.0,At-Risk
INV003351,6,54.0,86.0,At-Risk
INV003352,8,68.14,279.0,At-Risk
INV003357,6,62.4,100.0,At-Risk
INV003360,8,59.43,163.0,At-Risk
INV003370,7,63.33,206.0,At-Risk
INV003372,6,59.4,118.0,At-Risk
INV003374,7,56.5,128.0,At-Risk
INV003375,8,52.71,158.0,At-Risk
INV003376,6,85.8,199.0,At-Risk
INV003379,7,75.17,268.0,At-Risk
INV003380,6,72.4,155.0,At-Risk
INV003382,6,34.2,85.0,At-Risk
INV003391,6,56.6,193.0,At-Risk
INV003393,8,63.71,178.0,At-Risk
INV003395,6,79.0,192.0,At-Risk
INV003398,8,55.43,140.0,At-Risk
INV003403,6,56.6,116.0,At-Risk
INV003404,8,50.29,198.0,At-Risk
INV003405,8,41.0,186.0,At-Risk
INV003406,8,59.0,251.0,At-Risk
INV003407,8,57.43,146.0,At-Risk
INV003422,7,84.67,167.0,At-Risk
INV003424,7,73.17,124.0,At-Risk
INV003427,6,84.2,266.0,At-Risk
INV003430,6,73.4,104.0,At-Risk
INV003431,6,51.4,152.0,At-Risk
INV003432,7,61.33,97.0,At-Risk
INV003435,7,73.83,140.0,At-Risk
INV003437,6,91.2,226.0,At-Risk
INV003448,7,74.5,200.0,At-Risk
INV003450,10,47.67,158.0,At-Risk
INV003455,7,35.5,76.0,At-Risk
INV003457,7,60.5,117.0,At-Risk
INV003458,8,67.86,206.0,At-Risk
INV003459,6,59.4,113.0,At-Risk
INV003473,6,95.8,213.0,At-Risk
INV003475,9,56.0,155.0,At-Risk
INV003478,9,56.62,195.0,At-Risk
INV003479,8,65.71,164.0,At-Risk
INV003480,6,82.4,211.0,At-Risk
INV003484,6,73.8,333.0,At-Risk
INV003487,6,70.6,155.0,At-Risk
INV003491,9,59.12,119.0,At-Risk
INV003492,6,90.8,162.0,At-Risk
INV003495,10,49.22,121.0,At-Risk
INV003506,7,67.0,132.0,At-Risk
INV003509,9,60.88,149.0,At-Risk
INV003511,8,65.57,183.0,At-Risk
INV003514,6,74.2,172.0,At-Risk
INV003518,6,67.8,157.0,At-Risk
INV003521,6,89.0,183.0,At-Risk
INV003524,7,64.17,203.0,At-Risk
INV003526,6,88.2,224.0,At-Risk
INV003528,9,58.62,186.0,At-Risk
INV003530,6,51.0,101.0,At-Risk
INV003531,6,76.4,185.0,At-Risk
INV003534,8,52.71,160.0,At-Risk
INV003545,6,90.0,210.0,At-Risk
INV003556,6,77.6,129.0,At-Risk
INV003557,6,66.4,156.0,At-Risk
INV003558,7,39.17,66.0,At-Risk
INV003559,10,48.33,118.0,At-Risk
INV003562,7,80.5,165.0,At-Risk
INV003564,8,71.0,292.0,At-Risk
INV003580,7,72.17,227.0,At-Risk
INV003581,8,51.29,95.0,At-Risk
INV003582,7,49.33,167.0,At-Risk
INV003586,8,54.29,113.0,At-Risk
INV003592,6,75.6,202.0,At-Risk
INV003593,6,78.2,166.0,At-Risk
INV003598,8,68.0,114.0,At-Risk
INV003599,6,50.0,100.0,At-Risk
INV003601,9,45.25,118.0,At-Risk
INV003604,6,90.2,188.0,At-Risk
INV003607,6,70.4,253.0,At-Risk
INV003611,7,68.83,228.0,At-Risk
INV003613,8,67.43,283.0,At-Risk
INV003619,6,72.0,113.0,At-Risk
INV003625,6,62.4,168.0,At-Risk
INV003627,7,59.17,152.0,At-Risk
INV003630,7,52.0,96.0,At-Risk
INV003633,6,78.8,119.0,At-Risk
INV003634,6,47.8,83.0,At-Risk
INV003635,10,47.11,95.0,At-Risk
INV003641,8,67.0,219.0,At-Risk
INV003642,7,53.17,217.0,At-Risk
INV003645,6,95.2,257.0,At-Risk
INV003649,6,96.8,195.0,At-Risk
INV003650,11,33.9,86.0,At-Risk
INV003654,7,60.5,124.0,At-Risk
INV003655,10,49.78,198.0,At-Risk
INV003658,8,70.71,143.0,At-Risk
INV003660,6,79.0,164.0,At-Risk
INV003669,7,53.5,98.0,At-Risk
INV003670,8,70.86,160.0,At-Risk
INV003672,6,77.2,180.0,At-Risk
INV003673,8,68.86,160.0,At-Risk
INV003678,6,32.8,45.0,At-Risk
INV003681,9,51.0,101.0,At-Risk
INV003683,6,92.4,165.0,At-Risk
INV003684,6,98.2,229.0,At-Risk
INV003685,6,80.2,132.0,At-Risk
INV003686,6,96.6,328.0,At-Risk
INV003693,7,71.33,234.0,At-Risk
INV003695,7,51.67,157.0,At-Risk
INV003696,6,75.8,190.0,At-Risk
INV003697,7,76.67,163.0,At-Risk
INV003702,7,72.67,118.0,At-Risk
INV003705,6,78.8,152.0,At-Risk
INV003707,6,68.6,152.0,At-Risk
INV003708,7,60.5,104.0,At-Risk
INV003709,6,80.2,181.0,At-Risk
INV003710,6,78.6,118.0,At-Risk
INV003711,6,72.2,145.0,At-Risk
INV003712,6,79.6,163.0,At-Risk
INV003713,7,81.5,161.0,At-Risk
INV003718,6,91.4,284.0,At-Risk
INV003720,6,74.6,116.0,At-Risk
INV003722,7,50.67,135.0,At-Risk
INV003723,6,61.8,124.0,At-Risk
INV003724,7,68.0,169.0,At-Risk
INV003733,6,88.8,174.0,At-Risk
INV003734,8,59.0,290.0,At-Risk
INV003735,8,45.86,104.0,At-Risk
INV003736,7,77.17,120.0,At-Risk
INV003738,6,50.6,117.0,At-Risk
INV003740,7,51.83,172.0,At-Risk
INV003741,7,67.67,159.0,At-Risk
INV003744,6,86.8,187.0,At-Risk
INV003745,6,70.2,183.0,At-Risk
INV003748,8,56.14,182.0,At-Risk
INV003757,7,81.83,156.0,At-Risk
INV003761,8,51.86,150.0,At-Risk
INV003766,8,65.29,192.0,At-Risk
INV003767,9,47.5,125.0,At-Risk
INV003771,10,50.78,130.0,At-Risk
INV003772,9,34.5,72.0,At-Risk
INV003775,6,74.0,151.0,At-Risk
INV003779,6,76.4,160.0,At-Risk
INV003780,8,57.43,135.0,At-Risk
INV003781,7,64.83,199.0,At-Risk
INV003785,6,74.2,160.0,At-Risk
INV003787,9,63.25,178.0,At-Risk
INV003793,7,72.33,203.0,At-Risk
INV003795,7,67.67,122.0,At-Risk
INV003811,7,78.67,141.0,At-Risk
INV003812,7,50.83,174.0,At-Risk
INV003813,6,82.2,122.0,At-Risk
INV003815,7,72.5,217.0,At-Risk
INV003824,7,71.5,196.0,At-Risk
INV003825,6,81.2,99.0,At-Risk
INV003828,7,30.67,109.0,At-Risk
INV003829,10,48.56,159.0,At-Risk
INV003830,6,71.4,115.0,At-Risk
INV003844,7,68.5,197.0,At-Risk
INV003847,8,50.0,66.0,At-Risk
INV003849,6,77.2,146.0,At-Risk
INV003851,7,57.83,121.0,At-Risk
INV003860,6,46.0,72.0,At-Risk
INV003862,7,60.17,184.0,At-Risk
INV003865,7,85.17,235.0,At-Risk
INV003868,6,87.6,264.0,At-Risk
INV003872,9,45.38,85.0,At-Risk
INV003876,6,77.6,160.0,At-Risk
INV003880,8,68.57,193.0,At-Risk
INV003885,6,71.6,281.0,At-Risk
INV003892,10,55.22,114.0,At-Risk
INV003896,6,82.0,255.0,At-Risk
INV003897,6,71.6,144.0,At-Risk
INV003903,8,50.29,130.0,At-Risk
INV003905,7,62.5,103.0,At-Risk
INV003906,10,55.11,115.0,At-Risk
INV003912,6,68.6,195.0,At-Risk
INV003913,8,61.43,136.0,At-Risk
INV003916,6,67.2,114.0,At-Risk
INV003920,8,66.86,132.0,At-Risk
INV003936,6,89.6,227.0,At-Risk
INV003938,7,52.5,110.0,At-Risk
INV003940,7,70.67,151.0,At-Risk
INV003943,9,42.5,88.0,At-Risk
INV003945,7,56.33,175.0,At-Risk
INV003946,7,69.17,147.0,At-Risk
INV003948,7,43.67,101.0,At-Risk
INV003952,7,54.67,95.0,At-Risk
INV003958,6,85.6,133.0,At-Risk
INV003962,8,68.71,302.0,At-Risk
INV003964,10,51.22,130.0,At-Risk
INV003968,6,92.4,209.0,At-Risk
INV003972,6,84.2,224.0,At-Risk
INV003975,8,50.14,125.0,At-Risk
INV003978,8,68.14,209.0,At-Risk
INV003979,8,56.0,123.0,At-Risk
INV003981,7,67.67,237.0,At-Risk
INV003985,6,93.0,191.0,At-Risk
INV003996,6,95.2,244.0,At-Risk
INV004001,8,40.29,123.0,At-Risk
INV004004,10,40.78,88.0,At-Risk
INV004005,7,73.67,314.0,At-Risk
INV004007,7,38.83,102.0,At-Risk
INV004009,8,62.29,87.0,At-Risk
INV004014,9,61.88,182.0,At-Risk
INV004015,6,88.0,190.0,At-Risk
INV004017,7,40.5,85.0,At-Risk
INV004023,10,52.0,93.0,At-Risk
INV004037,6,74.6,137.0,At-Risk
INV004038,7,71.67,207.0,At-Risk
INV004049,6,48.2,83.0,At-Risk
INV004063,8,56.57,167.0,At-Risk
INV004066,7,75.17,319.0,At-Risk
INV004069,6,74.0,196.0,At-Risk
INV004070,7,67.67,170.0,At-Risk
INV004079,7,71.33,164.0,At-Risk
INV004085,7,68.33,260.0,At-Risk
INV004091,6,73.6,240.0,At-Risk
INV004094,6,55.8,167.0,At-Risk
INV004098,6,58.2,87.0,At-Risk
INV004099,6,58.8,174.0,At-Risk
INV004106,6,55.8,151.0,At-Risk
INV004112,6,55.2,112.0,At-Risk
INV004116,10,54.89,117.0,At-Risk
INV004118,6,64.6,161.0,At-Risk
INV004119,6,73.2,237.0,At-Risk
INV004123,6,85.0,138.0,At-Risk
INV004124,6,63.8,193.0,At-Risk
INV004125,9,61.62,142.0,At-Risk
INV004127,6,87.6,190.0,At-Risk
INV004128,6,67.2,156.0,At-Risk
INV004134,6,35.4,54.0,At-Risk
INV004135,10,50.11,164.0,At-Risk
INV004143,6,97.0,280.0,At-Risk
INV004145,6,66.2,144.0,At-Risk
INV004146,6,88.2,253.0,At-Risk
INV004147,6,72.2,136.0,At-Risk
INV004149,6,50.2,130.0,At-Risk
INV004151,8,63.14,197.0,At-Risk
INV004153,8,60.0,125.0,At-Risk
INV004154,12,46.73,90.0,At-Risk
INV004172,8,63.0,196.0,At-Risk
INV004174,6,86.6,195.0,At-Risk
INV004175,8,67.86,133.0,At-Risk
INV004177,8,45.43,117.0,At-Risk
INV004179,6,71.2,129.0,At-Risk
INV004181,6,93.4,245.0,At-Risk
INV004191,7,77.17,310.0,At-Risk
INV004196,7,78.33,219.0,At-Risk
INV004199,6,58.2,138.0,At-Risk
INV004202,9,47.62,114.0,At-Risk
INV004203,8,66.57,113.0,At-Risk
INV004208,6,73.4,156.0,At-Risk
INV004212,7,69.33,169.0,At-Risk
INV004216,7,82.0,195.0,At-Risk
INV004228,7,72.33,112.0,At-Risk
INV004232,6,71.4,232.0,At-Risk
INV004239,8,61.14,130.0,At-Risk
INV004241,10,53.67,117.0,At-Risk
INV004243,8,55.71,131.0,At-Risk
INV004246,7,34.17,64.0,At-Risk
INV004247,6,87.2,274.0,At-Risk
INV004248,7,42.67,93.0,At-Risk
INV004258,7,49.67,105.0,At-Risk
INV004266,7,61.83,101.0,At-Risk
INV004267,7,53.33,109.0,At-Risk
INV004270,7,69.67,204.0,At-Risk
INV004271,6,79.8,157.0,At-Risk
INV004279,8,50.29,116.0,At-Risk
INV004281,8,41.71,93.0,At-Risk
INV004282,8,52.86,105.0,At-Risk
INV004285,7,76.17,169.0,At-Risk
INV004288,7,72.83,223.0,At-Risk
INV004289,11,45.9,201.0,At-Risk
INV004293,6,81.8,142.0,At-Risk
INV004295,9,44.75,119.0,At-Risk
INV004296,6,102.2,304.0,At-Risk
INV004297,9,41.88,82.0,At-Risk
INV004299,8,64.14,175.0,At-Risk
INV004306,7,57.0,118.0,At-Risk
INV004308,7,84.67,244.0,At-Risk
INV004314,6,83.0,195.0,At-Risk
INV004319,9,60.5,275.0,At-Risk
INV004321,9,42.0,84.0,At-Risk
INV004324,7,77.67,173.0,At-Risk
INV004326,10,40.11,78.0,At-Risk
INV004332,8,64.71,149.0,At-Risk
INV004335,8,64.43,104.0,At-Risk
INV004338,10,48.89,209.0,At-Risk
INV004340,6,67.8,252.0,At-Risk
INV004343,6,63.0,190.0,At-Risk
INV004348,6,52.2,120.0,At-Risk
INV004349,7,72.5,159.0,At-Risk
INV004356,6,30.8,81.0,At-Risk
INV004357,8,72.43,305.0,At-Risk
INV004358,8,45.86,87.0,At-Risk
INV004361,8,61.57,124.0,At-Risk
INV004364,6,80.6,173.0,At-Risk
INV004367,6,81.6,194.0,At-Risk
INV004372,6,59.2,155.0,At-Risk
INV004391,6,57.0,96.0,At-Risk
INV004392,6,90.4,200.0,At-Risk
INV004400,8,46.57,104.0,At-Risk
INV004401,8,69.86,216.0,At-Risk
INV004403,6,73.6,150.0,At-Risk
INV004410,11,40.9,138.0,At-Risk
INV004411,6,61.0,111.0,At-Risk
INV004412,7,82.33,173.0,At-Risk
INV004413,8,69.0,142.0,At-Risk
INV004414,8,53.86,176.0,At-Risk
INV004421,6,90.8,221.0,At-Risk
INV004427,11,50.8,125.0,At-Risk
INV004434,6,84.6,156.0,At-Risk
INV004446,6,65.8,170.0,At-Risk
INV004447,7,49.83,129.0,At-Risk
INV004450,6,61.6,153.0,At-Risk
INV004451,6,84.0,137.0,At-Risk
INV004452,7,81.0,180.0,At-Risk
INV004454,6,98.4,311.0,At-Risk
INV004455,6,50.0,105.0,At-Risk
INV004457,6,81.4,188.0,At-Risk
INV004459,7,53.83,141.0,At-Risk
INV004460,9,42.5,93.0,At-Risk
INV004463,6,94.8,211.0,At-Risk
INV004464,7,62.5,142.0,At-Risk
INV004468,7,76.83,154.0,At-Risk
INV004472,7,50.67,156.0,At-Risk
INV004473,7,73.33,152.0,At-Risk
INV004475,7,67.83,87.0,At-Risk
INV004477,8,58.71,180.0,At-Risk
INV004484,6,61.6,182.0,At-Risk
INV004502,7,74.5,165.0,At-Risk
INV004504,8,55.14,247.0,At-Risk
INV004511,6,37.2,89.0,At-Risk
INV004517,6,86.6,185.0,At-Risk
INV004521,7,54.5,76.0,At-Risk
INV004523,6,87.2,127.0,At-Risk
INV004528,7,54.0,149.0,At-Risk
INV004531,8,60.0,159.0,At-Risk
INV004533,7,55.0,118.0,At-Risk
INV004542,7,34.0,59.0,At-Risk
INV004547,7,67.5,165.0,At-Risk
INV004555,8,53.14,151.0,At-Risk
INV004560,9,48.38,107.0,At-Risk
INV004562,6,83.8,158.0,At-Risk
INV004563,7,64.83,211.0,At-Risk
INV004574,8,54.57,116.0,At-Risk
INV004576,6,63.0,132.0,At-Risk
INV004579,8,43.86,77.0,At-Risk
INV004581,8,72.14,234.0,At-Risk
INV004589,6,71.4,225.0,At-Risk
INV004594,8,59.14,122.0,At-Risk
INV004598,6,84.2,195.0,At-Risk
INV004602,9,59.62,242.0,At-Risk
INV004607,8,56.0,214.0,At-Risk
INV004608,8,55.0,96.0,At-Risk
INV004611,7,51.17,217.0,At-Risk
INV004614,6,79.6,117.0,At-Risk
INV004617,9,39.25,83.0,At-Risk
INV004621,9,54.25,203.0,At-Risk
INV004625,6,96.4,246.0,At-Risk
INV004629,8,64.57,175.0,At-Risk
INV004630,9,50.62,95.0,At-Risk
INV004631,8,64.71,109.0,At-Risk
INV004633,7,78.17,189.0,At-Risk
INV004635,7,58.67,142.0,At-Risk
INV004636,6,75.6,160.0,At-Risk
INV004638,7,54.33,110.0,At-Risk
INV004640,7,68.33,202.0,At-Risk
INV004641,6,67.8,105.0,At-Risk
INV004642,6,54.8,232.0,At-Risk
INV004643,6,50.6,101.0,At-Risk
INV004646,7,64.5,158.0,At-Risk
INV004647,7,70.67,138.0,At-Risk
INV004650,6,80.8,143.0,At-Risk
INV004661,8,69.71,181.0,At-Risk
INV004665,6,83.4,137.0,At-Risk
INV004672,7,72.0,127.0,At-Risk
INV004680,7,47.17,155.0,At-Risk
INV004682,9,42.25,105.0,At-Risk
INV004688,6,77.6,181.0,At-Risk
INV004692,6,83.6,190.0,At-Risk
INV004701,7,20.0,82.0,At-Risk
INV004704,6,93.8,141.0,At-Risk
INV004712,8,48.57,84.0,At-Risk
INV004715,7,56.83,169.0,At-Risk
INV004716,7,74.0,197.0,At-Risk
INV004737,10,54.56,120.0,At-Risk
INV004738,6,93.2,148.0,At-Risk
INV004741,7,72.33,157.0,At-Risk
INV004753,6,61.4,87.0,At-Risk
INV004755,7,61.17,181.0,At-Risk
INV004761,6,71.4,139.0,At-Risk
INV004763,7,83.5,184.0,At-Risk
INV004764,6,83.0,144.0,At-Risk
INV004770,8,72.86,146.0,At-Risk
INV004776,9,57.38,145.0,At-Risk
INV004780,7,69.5,154.0,At-Risk
INV004785,7,66.17,248.0,At-Risk
INV004787,7,72.33,140.0,At-Risk
INV004798,7,53.67,106.0,At-Risk
INV004804,6,79.2,137.0,At-Risk
INV004805,7,44.67,92.0,At-Risk
INV004807,8,36.86,86.0,At-Risk
INV004813,6,62.0,253.0,At-Risk
INV004819,7,62.0,120.0,At-Risk
INV004825,7,70.0,141.0,At-Risk
INV004833,6,65.4,171.0,At-Risk
INV004834,9,38.62,106.0,At-Risk
INV004840,7,41.0,103.0,At-Risk
INV004843,8,50.86,153.0,At-Risk
INV004844,7,66.67,118.0,At-Risk
INV004845,6,81.8,197.0,At-Risk
INV004847,7,73.5,281.0,At-Risk
INV004848,9,54.12,166.0,At-Risk
INV004860,6,78.4,189.0,At-Risk
INV004863,7,68.0,220.0,At-Risk
